lemma,mood,tense,person,value,status,note
coger,imperative,impNeg,2p_vosotros,no cojáis,Mismatch,Esperado: no cogáis
coger,imperative,impNeg,3p,no cojan,Mismatch,Esperado: no cogan
cerrar,indicative,pres,1s,cierro,Mismatch,Esperado: cerro
cerrar,indicative,pres,2s_tu,cierras,Mismatch,Esperado: cerras
cerrar,indicative,pres,3s,cierra,Mismatch,Esperado: cerra
cerrar,indicative,pres,3p,cierran,Mismatch,Esperado: cerran
cerrar,subjunctive,subjPres,1s,cierre,Mismatch,Esperado: cerre
cerrar,subjunctive,subjPres,2s_tu,cierres,Mismatch,Esperado: cerres | 'accepts' inválido para vos: cierres (esperado cerres)
cerrar,subjunctive,subjPres,3s,cierre,Mismatch,Esperado: cerre
cerrar,subjunctive,subjPres,3p,cierren,Mismatch,Esperado: cerren
cerrar,indicative,pres,2s_vos,cierrás,Mismatch,Esperado: cerrás
cerrar,subjunctive,subjImpf,1s,cerrara,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,2s_tu,cerraras,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,2s_vos,cerraras,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,3s,cerrara,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,1p,cerráramos,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,2p_vosotros,cerrarais,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjImpf,3p,cerraran,Unknown-tense,No hay generador para este modo/tiempo
cerrar,subjunctive,subjPres,2s_vos,cierres,Mismatch,Esperado: cerres
cerrar,imperative,impAff,3s,cierre,Mismatch,Esperado: cerre
cerrar,imperative,impAff,3p,cierren,Mismatch,Esperado: cerren
cerrar,imperative,impNeg,2s_tu,no cierres,Mismatch,Esperado: no cerres
cerrar,imperative,impNeg,2s_vos,no cierres,Mismatch,Esperado: no cerres
cerrar,imperative,impNeg,3s,no cierre,Mismatch,Esperado: no cerre
cerrar,imperative,impNeg,3p,no cierren,Mismatch,Esperado: no cerren
contar,indicative,pres,1s,cuento,Mismatch,Esperado: conto
contar,indicative,pres,2s_tu,cuentas,Mismatch,Esperado: contas
contar,indicative,pres,3s,cuenta,Mismatch,Esperado: conta
contar,indicative,pres,3p,cuentan,Mismatch,Esperado: contan
contar,subjunctive,subjPres,1s,cuente,Mismatch,Esperado: conte
contar,subjunctive,subjPres,2s_tu,cuentes,Mismatch,Esperado: contes | 'accepts' inválido para vos: cuentes (esperado contes)
contar,subjunctive,subjPres,3s,cuente,Mismatch,Esperado: conte
contar,subjunctive,subjPres,3p,cuenten,Mismatch,Esperado: conten
contar,indicative,pres,2s_vos,cuentás,Mismatch,Esperado: contás
contar,subjunctive,subjImpf,1s,contara,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,2s_tu,contaras,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,2s_vos,contaras,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,3s,contara,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,1p,contáramos,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,2p_vosotros,contarais,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjImpf,3p,contaran,Unknown-tense,No hay generador para este modo/tiempo
contar,subjunctive,subjPres,2s_vos,cuentes,Mismatch,Esperado: contes
contar,imperative,impAff,3s,cuente,Mismatch,Esperado: conte
contar,imperative,impAff,3p,cuenten,Mismatch,Esperado: conten
contar,imperative,impNeg,2s_tu,no cuentes,Mismatch,Esperado: no contes
contar,imperative,impNeg,2s_vos,no cuentes,Mismatch,Esperado: no contes
contar,imperative,impNeg,3s,no cuente,Mismatch,Esperado: no conte
contar,imperative,impNeg,3p,no cuenten,Mismatch,Esperado: no conten
mostrar,indicative,pres,1s,muestro,Mismatch,Esperado: mostro
mostrar,indicative,pres,2s_tu,muestras,Mismatch,Esperado: mostras
mostrar,indicative,pres,3s,muestra,Mismatch,Esperado: mostra
mostrar,indicative,pres,3p,muestran,Mismatch,Esperado: mostran
mostrar,subjunctive,subjPres,1s,muestre,Mismatch,Esperado: mostre
mostrar,subjunctive,subjPres,2s_tu,muestres,Mismatch,Esperado: mostres | 'accepts' inválido para vos: muestres (esperado mostres)
mostrar,subjunctive,subjPres,3s,muestre,Mismatch,Esperado: mostre
mostrar,subjunctive,subjPres,3p,muestren,Mismatch,Esperado: mostren
mostrar,indicative,pres,2s_vos,muestrás,Mismatch,Esperado: mostrás
mostrar,subjunctive,subjImpf,1s,mostrara,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,2s_tu,mostraras,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,2s_vos,mostraras,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,3s,mostrara,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,1p,mostráramos,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,2p_vosotros,mostrarais,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjImpf,3p,mostraran,Unknown-tense,No hay generador para este modo/tiempo
mostrar,subjunctive,subjPres,2s_vos,muestres,Mismatch,Esperado: mostres
mostrar,imperative,impAff,3s,muestre,Mismatch,Esperado: mostre
mostrar,imperative,impAff,3p,muestren,Mismatch,Esperado: mostren
mostrar,imperative,impNeg,2s_tu,no muestres,Mismatch,Esperado: no mostres
mostrar,imperative,impNeg,2s_vos,no muestres,Mismatch,Esperado: no mostres
mostrar,imperative,impNeg,3s,no muestre,Mismatch,Esperado: no mostre
mostrar,imperative,impNeg,3p,no muestren,Mismatch,Esperado: no mostren
sentir,indicative,pres,1s,siento,Mismatch,Esperado: sento
sentir,indicative,pres,2s_tu,sientes,Mismatch,Esperado: sentes
sentir,indicative,pres,3s,siente,Mismatch,Esperado: sente
sentir,indicative,pres,3p,sienten,Mismatch,Esperado: senten
sentir,subjunctive,subjPres,1s,sienta,Mismatch,Esperado: senta
sentir,subjunctive,subjPres,2s_tu,sientas,Mismatch,Esperado: sentas | 'accepts' inválido para vos: sientas (esperado sentas)
sentir,subjunctive,subjPres,3s,sienta,Mismatch,Esperado: senta
sentir,subjunctive,subjPres,1p,sintamos,Mismatch,Esperado: sentamos
sentir,subjunctive,subjPres,2p_vosotros,sintáis,Mismatch,Esperado: sentáis
sentir,subjunctive,subjPres,3p,sientan,Mismatch,Esperado: sentan
sentir,indicative,pretIndef,3s,sintió,Mismatch,Esperado: sentió
sentir,indicative,pretIndef,3p,sintieron,Mismatch,Esperado: sentieron
sentir,nonfinite,ger,,sintiendo,Mismatch,Esperado: sentiendo
sentir,indicative,pres,2s_vos,sientís,Mismatch,Esperado: sentís
sentir,subjunctive,subjPres,2s_vos,sientas,Mismatch,Esperado: sentas
sentir,imperative,impAff,3s,sienta,Mismatch,Esperado: senta
sentir,imperative,impAff,1p,sintamos,Mismatch,Esperado: sentamos
sentir,imperative,impAff,3p,sientan,Mismatch,Esperado: sentan
sentir,imperative,impNeg,2s_tu,no sientas,Mismatch,Esperado: no sentas
sentir,imperative,impNeg,2s_vos,no sientas,Mismatch,Esperado: no sentas
sentir,imperative,impNeg,3s,no sienta,Mismatch,Esperado: no senta
sentir,imperative,impNeg,1p,no sintamos,Mismatch,Esperado: no sentamos
sentir,imperative,impNeg,2p_vosotros,no sintáis,Mismatch,Esperado: no sentáis
sentir,imperative,impNeg,3p,no sientan,Mismatch,Esperado: no sentan
sentir,subjunctive,subjImpf,1s,sentra,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,2s_tu,sentras,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,2s_vos,sentras,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,3s,sentra,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,1p,séntramos,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,2p_vosotros,sentrais,Unknown-tense,No hay generador para este modo/tiempo
sentir,subjunctive,subjImpf,3p,sentran,Unknown-tense,No hay generador para este modo/tiempo
organizar,indicative,pretIndef,1s,organicé,Mismatch,Esperado: organizé
organizar,subjunctive,subjPres,1s,organice,Mismatch,Esperado: organize
organizar,subjunctive,subjPres,2s_tu,organices,Mismatch,Esperado: organizes | 'accepts' inválido para vos: organices (esperado organizes)
organizar,subjunctive,subjPres,3s,organice,Mismatch,Esperado: organize
organizar,subjunctive,subjPres,1p,organicemos,Mismatch,Esperado: organizemos
organizar,subjunctive,subjPres,2p_vosotros,organicéis,Mismatch,Esperado: organizéis
organizar,subjunctive,subjPres,3p,organicen,Mismatch,Esperado: organizen
organizar,subjunctive,subjPres,2s_vos,organices,Mismatch,Esperado: organizes
organizar,imperative,impAff,3s,organice,Mismatch,Esperado: organize
organizar,imperative,impAff,1p,organicemos,Mismatch,Esperado: organizemos
organizar,imperative,impAff,3p,organicen,Mismatch,Esperado: organizen
organizar,imperative,impNeg,2s_tu,no organices,Mismatch,Esperado: no organizes
organizar,imperative,impNeg,2s_vos,no organices,Mismatch,Esperado: no organizes
organizar,imperative,impNeg,3s,no organice,Mismatch,Esperado: no organize
organizar,imperative,impNeg,1p,no organicemos,Mismatch,Esperado: no organizemos
organizar,imperative,impNeg,2p_vosotros,no organicéis,Mismatch,Esperado: no organizéis
organizar,imperative,impNeg,3p,no organicen,Mismatch,Esperado: no organizen
organizar,subjunctive,subjImpf,1s,organizara,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,2s_tu,organizaras,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,2s_vos,organizaras,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,3s,organizara,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,1p,organízramos,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,2p_vosotros,organizarais,Unknown-tense,No hay generador para este modo/tiempo
organizar,subjunctive,subjImpf,3p,organizaran,Unknown-tense,No hay generador para este modo/tiempo
oír,indicative,pres,1s,oigo,Mismatch,Esperado: oíro
oír,indicative,pres,2s_tu,oyes,Mismatch,Esperado: oíres | 'accepts' inválido para vos: oís (esperado oírís)
oír,indicative,pres,3s,oye,Mismatch,Esperado: oíre
oír,indicative,pres,1p,oímos,Mismatch,Esperado: oírimos
oír,indicative,pres,2p_vosotros,oís,Mismatch,Esperado: oírís
oír,indicative,pres,3p,oyen,Mismatch,Esperado: oíren
oír,indicative,pretIndef,1s,oí,Mismatch,Esperado: oírí
oír,indicative,pretIndef,2s_tu,oíste,Mismatch,Esperado: oíriste | 'accepts' inválido para vos: oíste (esperado oíriste)
oír,indicative,pretIndef,3s,oyó,Mismatch,Esperado: oírió
oír,indicative,pretIndef,1p,oímos,Mismatch,Esperado: oírimos
oír,indicative,pretIndef,2p_vosotros,oísteis,Mismatch,Esperado: oíristeis
oír,indicative,pretIndef,3p,oyeron,Mismatch,Esperado: oírieron
oír,subjunctive,subjPres,1s,oiga,Mismatch,Esperado: oíra
oír,subjunctive,subjPres,2s_tu,oigas,Mismatch,Esperado: oíras | 'accepts' inválido para vos: oigas (esperado oíras)
oír,subjunctive,subjPres,3s,oiga,Mismatch,Esperado: oíra
oír,subjunctive,subjPres,1p,oigamos,Mismatch,Esperado: oíramos
oír,subjunctive,subjPres,2p_vosotros,oigáis,Mismatch,Esperado: oíráis
oír,subjunctive,subjPres,3p,oigan,Mismatch,Esperado: oíran
oír,nonfinite,ger,,oyendo,Unknown-tense,No expected generator for this nonfinite tense
oír,nonfinite,part,,oído,Unknown-tense,No expected generator for this nonfinite tense
oír,subjunctive,subjPres,2s_vos,oigas,Mismatch,Esperado: oíras
oír,imperative,impAff,3s,oiga,Mismatch,Esperado: oíra
oír,imperative,impAff,1p,oigamos,Mismatch,Esperado: oíramos
oír,imperative,impAff,3p,oigan,Mismatch,Esperado: oíran
oír,imperative,impNeg,2s_tu,no oigas,Mismatch,Esperado: no oíras
oír,imperative,impNeg,2s_vos,no oigas,Mismatch,Esperado: no oíras
oír,imperative,impNeg,3s,no oiga,Mismatch,Esperado: no oíra
oír,imperative,impNeg,1p,no oigamos,Mismatch,Esperado: no oíramos
oír,imperative,impNeg,2p_vosotros,no oigáis,Mismatch,Esperado: no oíráis
oír,imperative,impNeg,3p,no oigan,Mismatch,Esperado: no oíran
oír,subjunctive,subjImpf,1s,oyera,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,2s_tu,oyeras,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,2s_vos,oyeras,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,3s,oyera,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,1p,oyéramos,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,2p_vosotros,oyerais,Unknown-tense,No hay generador para este modo/tiempo
oír,subjunctive,subjImpf,3p,oyeran,Unknown-tense,No hay generador para este modo/tiempo
instruir,indicative,pres,1s,instruyo,Mismatch,Esperado: instruo
instruir,indicative,pres,2s_tu,instruyes,Mismatch,Esperado: instrues
instruir,indicative,pres,3s,instruye,Mismatch,Esperado: instrue
instruir,indicative,pres,3p,instruyen,Mismatch,Esperado: instruen
instruir,indicative,pretIndef,3s,instruyó,Mismatch,Esperado: instruió
instruir,indicative,pretIndef,3p,instruyeron,Mismatch,Esperado: instruieron
instruir,subjunctive,subjPres,1s,instruya,Mismatch,Esperado: instrua
instruir,subjunctive,subjPres,2s_tu,instruyas,Mismatch,Esperado: instruas | 'accepts' inválido para vos: instruyas (esperado instruas)
instruir,subjunctive,subjPres,3s,instruya,Mismatch,Esperado: instrua
instruir,subjunctive,subjPres,1p,instruyamos,Mismatch,Esperado: instruamos
instruir,subjunctive,subjPres,2p_vosotros,instruyáis,Mismatch,Esperado: instruáis
instruir,subjunctive,subjPres,3p,instruyan,Mismatch,Esperado: instruan
instruir,nonfinite,ger,,instruyendo,Mismatch,Esperado: instruiendo
instruir,subjunctive,subjImpf,1s,instruyra,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,2s_tu,instruyras,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,2s_vos,instruyras,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,3s,instruyra,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,1p,instrúyramos,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,2p_vosotros,instruyrais,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjImpf,3p,instruyran,Unknown-tense,No hay generador para este modo/tiempo
instruir,subjunctive,subjPres,2s_vos,instruyas,Mismatch,Esperado: instruas
instruir,imperative,impNeg,2s_vos,no instruyas,Mismatch,Esperado: no instruas
sustituir,indicative,pres,1s,sustituyo,Mismatch,Esperado: sustituo
sustituir,indicative,pres,2s_tu,sustituyes,Mismatch,Esperado: sustitues
sustituir,indicative,pres,3s,sustituye,Mismatch,Esperado: sustitue
sustituir,indicative,pres,3p,sustituyen,Mismatch,Esperado: sustituen
sustituir,indicative,pretIndef,3s,sustituyó,Mismatch,Esperado: sustituió
sustituir,indicative,pretIndef,3p,sustituyeron,Mismatch,Esperado: sustituieron
sustituir,subjunctive,subjPres,1s,sustituya,Mismatch,Esperado: sustitua
sustituir,subjunctive,subjPres,2s_tu,sustituyas,Mismatch,Esperado: sustituas | 'accepts' inválido para vos: sustituyas (esperado sustituas)
sustituir,subjunctive,subjPres,3s,sustituya,Mismatch,Esperado: sustitua
sustituir,subjunctive,subjPres,1p,sustituyamos,Mismatch,Esperado: sustituamos
sustituir,subjunctive,subjPres,2p_vosotros,sustituyáis,Mismatch,Esperado: sustituáis
sustituir,subjunctive,subjPres,3p,sustituyan,Mismatch,Esperado: sustituan
sustituir,nonfinite,ger,,sustituyendo,Mismatch,Esperado: sustituiendo
sustituir,subjunctive,subjImpf,1s,sustituyra,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,2s_tu,sustituyras,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,2s_vos,sustituyras,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,3s,sustituyra,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,1p,sustitúyramos,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,2p_vosotros,sustituyrais,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjImpf,3p,sustituyran,Unknown-tense,No hay generador para este modo/tiempo
sustituir,subjunctive,subjPres,2s_vos,sustituyas,Mismatch,Esperado: sustituas
sustituir,imperative,impNeg,2s_vos,no sustituyas,Mismatch,Esperado: no sustituas
reñir,indicative,pres,1s,riño,Mismatch,Esperado: reño
reñir,indicative,pres,2s_tu,riñes,Mismatch,Esperado: reñes
reñir,indicative,pres,3s,riñe,Mismatch,Esperado: reñe
reñir,indicative,pres,3p,riñen,Mismatch,Esperado: reñen
reñir,indicative,pretIndef,3s,riñó,Mismatch,Esperado: reñió
reñir,indicative,pretIndef,3p,riñeron,Mismatch,Esperado: reñieron
reñir,subjunctive,subjPres,1s,riña,Mismatch,Esperado: reña
reñir,subjunctive,subjPres,2s_tu,riñas,Mismatch,Esperado: reñas | 'accepts' inválido para vos: riñas (esperado reñas)
reñir,subjunctive,subjPres,3s,riña,Mismatch,Esperado: reña
reñir,subjunctive,subjPres,1p,riñamos,Mismatch,Esperado: reñamos
reñir,subjunctive,subjPres,2p_vosotros,riñáis,Mismatch,Esperado: reñáis
reñir,subjunctive,subjPres,3p,riñan,Mismatch,Esperado: reñan
reñir,nonfinite,ger,,riñendo,Mismatch,Esperado: reñiendo
reñir,indicative,pres,2s_vos,riñís,Mismatch,Esperado: reñís
reñir,subjunctive,subjImpf,1s,reñra,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,2s_tu,reñras,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,2s_vos,reñras,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,3s,reñra,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,1p,réñramos,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,2p_vosotros,reñrais,Unknown-tense,No hay generador para este modo/tiempo
reñir,subjunctive,subjImpf,3p,reñran,Unknown-tense,No hay generador para este modo/tiempo
teñir,indicative,pres,1s,tiño,Mismatch,Esperado: teño
teñir,indicative,pres,2s_tu,tiñes,Mismatch,Esperado: teñes
teñir,indicative,pres,3s,tiñe,Mismatch,Esperado: teñe
teñir,indicative,pres,3p,tiñen,Mismatch,Esperado: teñen
teñir,indicative,pretIndef,3s,tiñó,Mismatch,Esperado: teñió
teñir,indicative,pretIndef,3p,tiñeron,Mismatch,Esperado: teñieron
teñir,subjunctive,subjPres,1s,tiña,Mismatch,Esperado: teña
teñir,subjunctive,subjPres,2s_tu,tiñas,Mismatch,Esperado: teñas | 'accepts' inválido para vos: tiñas (esperado teñas)
